,Sample name,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4
,Peak #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
Name,
31457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247115,
31454,,,,,,428087,,,,,,,,,,,,,,295261,,,,,,,,,,,,,,,,,,,401205,,,,,,,,,,,,,,,,
31453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84738,,,,,,,,,,,,,,,,,,,,,,
31447,,,20693.9,,,,,,,,,,,,,,,,98498.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31437,,,,,,,,,,,,,,,,,,,,349527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31436,,,,,194730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582885,,,,,,,,,,,,,,,,
31435,,,,,,488288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411000,,,,,,,,,,,,,,,,,
31433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246035,,,,
31418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226496
31416,,,,,,333748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74044.8,,,,,,,,,,,,,,,,,,,,
31414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109277,,,,,,,,,,,,,,,,,,,,,,,,,
31412,,,,,,,,,,,,,,,,,,,,220668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147330,
31396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284401,,,,,,,
31395,,,,,,274574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202146,,,,,,,,,,,,,,,,,
31394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79848.4,,,,,,,,,,,,,,,,,,,,
31392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234127,,,,,,,,,
31391,,,,,212944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143686,
31357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218321,,,,,,
31355,,12278.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170939,,,,,,,,,,,,,,,,,
31352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138383,,
31350,,,,,105979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91295.6,,,,233675,,,,,,,,,,,,,,,,
31346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100690,,,,,,,,,,,,,,,,,,,
31325,,,15009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86861,,,,,,,,,,,,,,,,,,,,,,,
31307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169335,,,,,,,,,,,,,,,,,
31304,,,,,,,,,,,,,,,,,,,105486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31293,,,23058.7,36912.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31292,,,,,,,,,,,,,,,,,,,,144469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31291,,,,,145644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191406,,,,,,,,,,,,,,,,,
31290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369414,,,,,,,,,,,,,,,
31282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115394,,,,,,,,,,,,,,,,,,,,,,,,
31280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135251
31274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100608,,,,,,,,,,,,,,,,,,,,,
31262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95535.5,,,,,,,,,,,,,,,,,,,,
31257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149797,,
31231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241219,,,,,,
31224,,18965.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83995.6,,,,,,,,,,,,,,,,,,,
31201,,,,,83800.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141547,
31183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64226.4,,,,,,,,,,,,,,,,,,,
31180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320312,,,,
31177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183884,,,,,,
31170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130875,,,,,,,,,,,,,,,,,,,,,,,,
31168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181188,,,,,,,,,,,,,,,,,,,,,,,,,
31167,,,,,,,,,,,,,,,,,,,128775,,,,,,,,,,,,,,,,87610.7,,,,,,,,,,,,,,,,,,,,
31165,,,,,,,,,,,,,,,,,,71753.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31158,,11134.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330737,,,,
31142,,,,,,,,,,,,,,,,,,,70051.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102236,,,,,,,,,,,,,,,,,,,,,
31133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87908.5,,,,,,,,,,,,,,,,,,,
31132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74843.5,,,,,,,,,,,,,,,,,,,,,,
31122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189093,,,,,,,,,,,,,,,
31118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166659,,,,,
31113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166316,,,,,,,,,,,,,,,,,,,,
31110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89635.3,,,,,,,,,,,,,,,,,,,
31109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80405,,,,,,,,,,,,,,,,,,
31102,,,,,,,,,,,,,,,,,68504.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218053,,,,,,,
31069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64903.2,,,,,,,,,,,,,,,,,,,
31065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82103.7,,,,,,,,,,,,,,,,,,,,
31061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141432,,,,,,,,,,,,,,,,,,,,,,
31059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99925.8,,,,,,,,,,,,,,,,,,,,,,,
31049,,,,,,,,,,,,,,90186.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31044,,,,,,,,,,,,,,,,,,,147723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119044,,,,,,,,,,,,,,,,,,,,,,,,,
31036,,,,,,,,,,,,,,,,,,98692.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146345,
31013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290748,,,,
31009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369723,,,,,,
31006,,,,,,,,,,,,,,,,,,,83423.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133740,,,,,,,,,,,,,,,,,,,,,,,
30989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59983.1,,,,,,,,,,,,,,,,,,,
30978,,,,,,,,,,,,,,,,,,,145955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128539,138286,,,,,,,,,,,,,,,,,,,,,,,
30975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337751,,,,,,
30966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134783,,,,,,,,,,,,,,,,,,,,,,,,,,
30959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347246,,,,,,,,,,,,,
30957,,,,,,,,,,,,,,,,164401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30953,,,,,,,,,,,,,131882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326909,,,,
30936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60864.2,,,,,,,,,,,,,,,,,,,
30935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148990,,
30934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486498,,,,,,,,,,,,
30933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131578,
30931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289660,,,
30915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248612,,,,
30913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227405,,,,,,
30911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284002,,,,,,,,,,,309254,,,,,,,,,,,,
30909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142031,,,,,,,,,,,,,,,,,,,,,,,,
30899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238249,,,,,
30895,,,,,,,,,,,,,,,139682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149822,,,,,,,,,,,,,,,,,,,,,,
30885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353606,,,,,,
30881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300839,,,,
30876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154875,,,,,
30870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179000,,,,,,,,,,,,,,,,,,,,,,,
30868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273310,,,,,,,,
30866,,,,,,,,,,,,,,,,95501.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30856,,16043.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231427,,,,,,,
30855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483122,,,,,,,,,
30843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311852,,,,
30841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65838.4,,,,,,,,,,,,,,,,,,,,,
30838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63150.7,,,,,,,,,,,,,,,,,,,,
30836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375790,,,,,,,
30812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233101,,,,,,,,,,,,,,,,,,,,,,,,,
30810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143553,,,,,,,,,,,,,,,,,,,,,,,,
30801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238196,,,,,,,,,,,,,
30799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86557.4,,,,,,,,,,,,,,,,,,,,,,
30798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196138,,,,,
30796,,20030.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169648,,,,,,,,,,,,,,,,,,,,,
30793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151146,,,,,,,,,,,,,,,,,,,,,,,
30791,,,,,,,,,,,,,,,,,,,,,,,178100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385434,,,,,,
30766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160611,,,,,,,,,,,,,,,,,,,,,
30744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198790,,,,,,,,,,,,,,,,,,,,,,,,,
30734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191714,,,,
30731,,,,,,,,,,,,,,,,,,100887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30727,,,,24186.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81433.5,,,,,,,,,,,,,,,,,,,,
30720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263744,,,,,,,,
30718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209033,,,,,,,,,,,,,,,,,,,,,,,,
30706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91512.3,,,,,,,,,,,,,,,,,,,,,,,
30701,,,,,,,,,,,,,,77853.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78482.8,,,,,,,,,,,,,,,,,,,,,,
30698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526720,,,,,,,,,
30693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196386,,,,,,,,,,,,,,,,
30684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130202,,,,,,,,,,,,,,,,,,,,,,,,,
30679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76821.5,,,,,,,,,,,,,,,,,,,,,
30668,,,,,,,,,,,,,,,,,121012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128609,,,,,,,,,,,,,,,,,,,,,,
30660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146199,,,,,,,,,,,,,,,,,,,,,,,,
30656,,,,,,,,,,,,,,,,,,,,,,184765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276461,,211000,,,
30647,,,,20752.4,,,,,,,,,,,,,,,,,,,,,,,,,,208850,,,,,,,,,,,,,,,,,,,,,,,,,
30644,,14607.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152636,,
30637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57650.1,,,,,,,,,,,,,,,,,,,
30633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104808,,,,,,,,,,,,,,,,,,,,,,,
30632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152456,,,,,,,,,,,,,,,,,,,,,,
30629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278523,,,,
30615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63993.2,,,,,,,,,,,,,,,,,,,
30608,,,,,,,,,,,,,,,168400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81334.6,,,,,,,,,,,,,,,,,,,,,
30595,,,,,,,,,,,,,,,,,,75718.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30593,,,,,,,,,,,,,,,,,73149.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30591,,,,,,,,,,,,,,,,,,,,,,,,,,,260924,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266973,,,,,,,,,,,,,
30585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89194.9,,,,,,,,,,,,,,,,,,,
30584,,,,,,,,,,,,,,76334.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199850,,,,,,,,,,,,,,,,,,,,,,,,,
30574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264795,,,,,,,,,,,,,,
30568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139860,,,,,,,,,,,,,,,226477,,,,,,,,,
30552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70447.7,,,,,,,,,,,,,,,,,,,,,
30547,,,13245.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301962,,,,,,
30543,,,,,,,,,,,,,,,,109835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338903,,,,,,
30527,,,,,,,,,,,,,,,,,,,,,,,,,,,248062,,130613,,,,,,,,,,,,,,,,,,,,,,,,,,
30525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120370,,,,,,,,,,,,,,,,,,,,,,,,
30517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99290.6,,,,,,,,,,,,,,,,,,,,,,,
30503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76383.2,,,,,,,,,,,,,,,,,,,,
30497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193007,,,,,,,,,,,,,,,,200063,,,,,,,,,
30492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91454.8,,,,,,,,,,,,,,,,,,,,,,,
30489,,,,,,,,,,,,,,,,,,,94415.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30484,,11282,,14486.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30482,,,,,,,,,,,,,,,,,,,,236423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173110,,,,,,,,,,,,,,,,,,,,,,,,,
30461,,,,17264.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30460,,19359.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211630
30454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118403,,,,,,,,,,,,,,,,,,,,,,,,
30453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155900,
30434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237376,,,,,,,,,,,,,
30432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136361,,,,,,,,,,,,,,,,,,,,,,,,,
30425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218945,,,,,,
30423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179022,,,,,
30411,,,,11342.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111352,,,,,,,,,,,,,,,,,,,,,,
30404,,,,,,,,,,,,,,,,,,,,,,,,,,,,282835,,,,,,,,,,,,,,,,,,,,,,,,,,,
30403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142235,,,,,,,,,,,,,,,,,,,,,,,,,
30394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288622,,,,,,,,,,,,,,,
30393,,,,,,,,,,,,214224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30383,,,,,,,,,,,,,,,,121557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30379,,,,,81837.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331258,,,,,,
30370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62714,,,,,,,,,,,,,,,,,,,,,
30369,,,,,,,,,,,,,,,,,,,,,,152112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80210.1,,,,,,,,,,,,,,,,,,,,
30363,,,,,,,,,,,,,,,,,,,80202.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99838.2,,,,,,,,,,,,,,,,,,,,,,,,
30343,,,,,,,,,,,,,,,,,,68687.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91430.1,,,,,,,,,,,,,,,,,,,,,,,
30326,,,,,,,,,,,,,,,,87854.8,,,,,,,,,,,,,,,,,88354.4,,,,,,,,,,,,,,,,,,,,,,
30324,,,,,,,,,,,,,,,,,,,94355.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330467,,,,
30321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105934,,,,,,,,,,,,,,,,,
30318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196708,,,
30311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151580,,,,,,,,,,,,,,,
30310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190658,,,,,,,,,,,,,,,,,,,,,,,,,
30304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261362,,,,,,,
30299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121100,,,,,,,,,,,,,,,,,
30298,,,,,154149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30292,,,,,,,,,,,,,,,,,,,,166546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30290,,,,,,,,,,,,,,,202412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
