,Sample name,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo
31332,,,,,,,651252,,,,,,,,,,,,,,,,,1193440,,,,,,,,,,,,,,,,,,,,,,,,155064,,,,,,,
31322,,,,,338511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31317,,,,,,,,,,,,,,,,,,,,,,,226184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31315,,,,,,987970,,,,200079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439551,,,,,,,,,,,
31314,,,,,,,,,,,,,,,,,,,,,,,,831908,,,,,,,,,,,,,,,,,92409.5,744643,,,,,,,,,,,,,
31309,,,,,,,,609376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83718.3,,,,,,,,,,,,,,,
31303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830735,,,,,,,,,,,,
31291,,,,,,,2435690,,,,,,,,,,,,,,,,,,1235180,,,,,,,,,,,,,,,,,,,1121940,,,,,,,,,,,
31290,,,,,,,,973454,,,,,,,,,,,,,,,,1767260,,1518470,,,,,,,,,,,,,,,,2208380,,,,,,,,,,,,,
31284,,,,,,,,,,,,,,,,,,,,,,,203622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31282,,,,,,589516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191879,,,,,,,,,,,,,,,,,,,,,,,,,
31251,,,,,,,,,228960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1144800,,,,,,,,,,,,
31250,,,,,,,1765030,,,,,,,,,,,,,,,,,,1546790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31249,,,,,,,,,,,,,,,,,,,,,,,,,,1005530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31248,,,,,,,,1128520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1061230,,,,,,,,,,,
31242,,,,,,,,,,,,,,,,,,,,,,,,757453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1147420,,,,,,,,,,,,,
31233,,,,,,,1014100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31230,,,,,,758750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31226,,,,,106341,,,,,,,,,,,,,,,,,,186491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101691,,,,,,,,,,,,,,
31208,,,,,,,,,1761510,,,,,,,,,,,,,,,,,,1726470,,,,,,,,,,,,,,,,,657800,1137470,,,,,,,,,,
31203,,,,,239493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1685800,,,,,,,,,,,,
31194,,,,,,,2188550,,,,,,,,,,,,,,,,,,2120340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31187,,,,,,,,,,,,,,,,,,,,,,,,848077,,,,,,,,,,,,,,,,,,942767,,,,,,,,,,,,,
31174,,,,,,,,346059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146889,,,,,,,,,,,,,,
31170,,,,,,1747020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31169,,,,,,,,,,,,,,,,,,,,,,,,1334030,,,,,,,,,,,,,,,,,,1510580,,,,,,,,,,,,,
31167,,,,,228331,,,,,,,,,,,,,,,,,,240860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31165,,,,,,,,,,211549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31160,,,,,,,,,,,,,,,,,,,,,,,,,,,,248533,,,,,,,,,,,,,,,,,,,,,,,,,,,
31155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220024,,,,,,,,,,,,
31153,,,,,,,,,,,,,,,,,,,,,,,,,840913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31147,,,,,,,1100260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37209.7,,,69760,,,,,,,,,,,,,,
31130,,,,,,1733360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629510,,,,,,,,,,,,,
31129,,,,,,,,,,,,,,,,,,,,,,,,1605840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31128,,,,,,,,,,,,,,,,,,,,,,,195957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31117,,,,,,,,,,,,,,,,,,,,,,184481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123592,,,,,,,,,,,,,,,
31113,,,,97993.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31110,,,,,,723234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31108,,,,,,,,,,,,,,,,,,,,,,,197750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31104,,,,,,,,,,,,,,,,,,,,,,,,,601639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31095,,,,90767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31089,,,,,,,1116280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31088,,,,,,,,,,,,,,,,,,,,,,,,2059720,,,,,,,,,,,,,,,,,,2120670,,,,,,,,,,,,,
31087,,,,,,1166690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31080,,,,,,,,,,,,,,,,,,,,,,,216253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31073,,,,88972.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31061,,,,,,,,204397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75494.8,,,,,,,,,,,,,,,
31052,,,,97174.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31047,,,,,,,740673,,,,,,,,,,,,,,,,,,592474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1491250,,,,,,,,,,,,,
31041,,,,,,,,,,,,,,,,,,,,,,,,1421520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31039,,,,,121126,,,,,,,,,,,,,,,,,,206438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31037,,,,,,1224780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,,,,,101906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31005,,,,187527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31004,,,,,,,,,,,,,,,,,,,,,,,,,349321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31001,,119464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126238,,,,,,,,,,,,,,,
30996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89550.2,,,,,,,,,,,,,,
30993,,,,,,,,,,,,,,,,,,,,,,,233990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165733,,,,,,,,,,,,,,,,,,,,,,,,,,
30985,,,,,,2368480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30984,,,,,,,,,,,,,,,,,,,,,,,,2499980,,,,,,,,,,,,,,,,,,2498620,,,,,,,,,,,,,
30980,,,,,,,408061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30968,,,,,,,,,,,,,,,,,,,,,,188292,337885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30966,,,,,251551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557576,,,,,,,,,,,,,,
30965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261887,,,,,,,,,,,,,,,
30943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1209680,,,,,,,,,,,,,
30942,,,,106916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30934,,,,,,,,,,,,,,,,,,,,,,,169690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30930,,,,,165196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30927,,,,,,,,,,,,,,,,,,,,,,,,1482700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30926,,,,,,1093580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30925,,,79672.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143898,,,,,,,,,
30921,,,,,,,,,,208401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30918,,,,159903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30916,,,,,,,,,,,,,,,,,,,,,,173382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69810.1,,,,,,,,,,,,,,,
30908,,,,,,,,,,,,,,,,,,,,,,,175803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30891,,,,,,1236680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1306370,,,,,,,,,,,,,
30888,,,,,,,,,,,,,,,,,,,,,,,,1476260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30885,,,,,239610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30881,,,,,,,,,,,,,,,,,,,,,,,307652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219961,,,,,,,,,,,,,,
30878,,,69946.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30873,,,,,,,,,,,,,,,,,,,,,,145176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100579,,,,,,,,,,,,,,,,
30869,,,,183834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171121,,,,,,,
30849,,,,,,,,,,,,,,,,,,,,,,108711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30844,,,,,180558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144404,,,,,,,
30843,,,,,,488783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30840,,,,,,,,,,,,,,,,,,,,,,,,850701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646778,,,,,,,,,,,,,
30836,,,,,,,,,,,,,,,,,,,,,,,239359,,,,,,,,,,,,,,,,,,246071,,,,,139028,,,,,,,,,
30827,,,,156187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30826,,,,,,,,,,175069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131982,,,,,,,,,,,,,,,
30821,,,,,,,,,,,,,,,,,,,,,58077.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30811,,,134111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100596,,,,,,,,,,,,,,,,
30783,,,,,,,,,,,,,,,,,,,,,,,444483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30782,,,,,,,,,,,,,,,,,,,,,,,,,,,208113,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30781,,,,270803,,,,,,,,,,,,,,,,,,,,1737990,,,,,,,,,,,,,,,,,744419,,,,,,,,,,,,,,
30780,,,,,326837,1498100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1232750,,,,,,,,,,,,,
30779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308650,,,,,,,,,,,,,,,
30778,,,,,,,,,,,,,,,,,,,,,,279594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30764,,,,,,,,,,,,,,,,,,,,,,,345756,,,,,,,,,,,,,,,,121663,,,,,,,,,,,,,,,,
30763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485233,,,,,,,,,,,,,,
30757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112769,,,,,,,,,,,,,,,
30749,,,,,,,,,,,,,,,,,,,,,,119509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30741,,,,,,,,,,,,,,,,,,,,,,,,451524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526916,,,,,,,,,,,,,
30738,,,,,,515244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150700,,,,,,,,,,,,,,,
30729,,,,,,,,239204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30719,,,,,,,,,,,,,,,,,,,,,62208.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30715,,,,,,,,,,,,,,,,,,,,,,185945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36924.1,,,,,,,,,,,,,,,,,
30710,,76637.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30707,,,58122.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30706,,,,164723,,,,,,,,,,,,,,,,,,,,,231782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120561,,,,,,,,,,,,,,,
30695,,,,,251678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36730.9,,,,572364,,,,,,,,,,,,,
30694,,,,,,,,,,,,,,,,,,,,,,,446525,577363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490206,,,,,,,,,,,,,,
30692,,,,,,542848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30684,,,,142076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30683,,,,,,,,,,,,,,,,,,,,,,134537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30677,,,,,,,,,,,,,,,,,,,,,,,247964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164318,,,,,,,,,,,,,,,
30663,,,,,,,,,,,,,,,,,,,,,,180321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30661,,,,187201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30654,,,,,,,,,,,,,,,,,,,,,69101.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286908,,,,,,,,,,,,,,
30650,,,,,,,,,,,,,,,,,,,,,,,,466319,,,,,,,,,,,,,,,,,,485644,,,,,,,,,,,,,
30647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119915,,,,,,,,,,,,,,,,
30635,,,,,,,,,,,,,,,,,,,,,127496,,273337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30632,,,,,329670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227377,,,,,,,,,,,,,,
30628,,,,141187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145410,,,,,,,,
30625,,,,,,,,,,,,,,,,,,,,,,90445.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218434,,,,,,,,,,,,,,,
30617,,,120214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119892,,,,,,,,,,,,,,,,
30605,,,,,,,,,,232987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30594,,,,,,,,,,,,,,,,,,,,,,,,525019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30593,,,,,,,391050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182996,,,,,,,
30591,,,,,,461290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593970,,,,,,,,,,,,,
30590,,85563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178928,,,,,,,,,,,,,,,
30586,,,,,,,,,,,,,,,,,,,,84523.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30582,,,,,667154,,,,,,,,,,,,,,,,,214152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30578,,,,,,,,,,,,,,,,,,,,,,,711447,,,,,,,,,,,,,,,,,,799277,,,,,,,,,,,,,,
30575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129124,,,,,,,,,,,,,,,,
30573,,,,96524.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181289,,,,,,,,,,,,,,,
30559,,,,,,,,,,,,,,,,,,,,,,,,,,,,246378,,,,,,,,,,,,,,,,,,,,,,,,,,,
30556,,,,,,,,,,,,,,,,,,,,,,147862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139245,,,,,,,,,,,,,,,,
30547,,,,,,,,,,,,,,,,,,,,,62360.8,,,,,,,,,,,,,,,,,84549.1,,,,,,,,,,,,,,,,,
30546,,,,,,,,,,,,,,,,,,,,,,,279369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264333,,,,,,,,,,,,,,
30543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216153,,,,,,,,,,,,,,,
30542,,,,,247560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30541,,,68184.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30538,,,,108820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135322,,,,,,,,
30523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137230,,,,,,,,,,,,,,,,
30521,,,,,,,,,,,,,,,,,,,,,104344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30519,,,122824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30506,,,,,,,,,,,,,,,,,,,,,,,,210503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264548
30504,,,,,,,,,,,,,,,,,,,,,,182491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183099,,226149,,,,,,,,,,,,,
30501,,,,172372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121837,,,,,,,,,,,,,,,,
30494,,,98233.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30489,,,,,682809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30488,,,,,,,,,,,,,,,,,,,,,202177,,670986,,,,,,,,,,,,,,,,,,848471,,,,,,,,,,,,,,
30485,,,,,,,,,,,,,,,,,,,,,,192835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322056
30479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166037,,,,,,,,,,,,,,,
30478,,,,164871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120293,,,,,,,,,,,,,,,,
30466,,,92756.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201012,143858,,,,,,,,,
30462,,,,,,,,,,,,,,,,,,,,,,161579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30460,,,,,,,,,,,,,,,,,,,,,,,,,,,220541,,,,,,,,,,,,136569,,,,,,,,,,,,,,,,
30456,,,,,,,,,,,,,,,,,,,,,,,,228628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30449,,,,,,185889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30448,,74514.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30446,,,,,667649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30445,,,,,,,,,,,,,,,,,,,,,,,613130,,,,,,,,,,,,,,,,,,771948,,,,,,,,,,,,,,
