,Sample name,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3
,Peak #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
Name,
31839,,,,,,,,,,,,,,,,,,,,,,,,,13688900,,,,,,7323990,,,,,,,,,,,,,,,,,,,,,1670260,,,,,,,,,
31838,,,,,19247000,,,,,,,,,,,,,,,,,,,,,,29889500,,,,,,,,,,,,,,,,,,,,5601230,21974300,,,,,,,,,,,,,
31837,,,3619480,,,,,,,,,,,,,,,,,,,,6861040,,,27958000,,,,,,,,,,,,,,,,,,,1292910,,,,13374300,,,,,,,,,,,,
31836,,,,,,,,,5000280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31835,,,,,,,,,,,,,,,4891220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1439450,,,,,,,,,,,,,,,
31830,,,,,,,,,,,,,,4867030,,,,,,,,,,,,,,24074400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10199300,,,,,,,,,,,,,,,,,,,,,7483410,,,,,,,,,,,
31827,,,,,,,,12432200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244441,
31817,,,,,,,,,,,,,,,,,,,2323780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1919850,,,,,,,,,,,,,,
31804,,1468800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31797,,,,,,21362600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6049150,,,,,,,,,,,,
31796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6924090,,,,,,,,,,,,,,
31795,,,,,,,,,,,,,,,,,,,,,,,,,22588500,,,,,,,,,,,,,,,,,,,,,2542650,,,,,,,,,,,,,,,
31794,,,,8051800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,906640,,,,,,,,,,,,,,,,
31789,,,4149450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31786,,,,,,,,,,,,,,,,,,,,,,,,,,,,7551910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31782,,,,,18888200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31781,,,,,,,,,,,,,,,,,,,,,,,,,,,28409900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31780,,,,,,22485300,,,,,,,,,,,,,,,,,5277700,,,32418700,,,,,,,,,,,,,,,,,,,,,,16869100,6289330,,,,,,,,,,,,
31764,,,,,,,,,,,,,,,,,,,,,,,,,,,,11749300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31763,,,,,,,,,,,,,,,2314590,,,,,,,,,,,,,,11661400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31761,,,,,5576340,17189100,10609100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7061700,,3085590,,,,,,,,,,,
31760,,,,,,,,,,,,,,,,,,,,,,,,,,14879600,17132200,,,,,,,,,,,,,,,,,,,,,,6273400,,,,,,,,,,,,
31754,,1049550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31752,,,,5317410,,,,,,,,,,,,,,,,,,,,,11899100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6024320,,,,,,,,,,,,,,
31749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2284940,,,,,,,,,,,,,,,
31747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1364210,,,,,,
31744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538802,,,,,
31740,,,,,,22510100,,,,,,,,,,,,,,,,,,,,,29793900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31739,,,,,15601900,,,,,,,,,,,,,,,,,,6614110,,,27900800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15818400,,,,,,,,,,,,,
31737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2331310,,,,,,,,,,
31735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,964894,,,,,,,,,,,,,,,,
31731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2299450,,,,,,,,,,,,,,,
31724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131284,,,,,,,,,,,,,,,,,,
31723,,,,,,,28362100,21144000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13527800,,,,,,,,,,,,
31722,,,,,,16739600,,,,,,,,,2222660,,,,,,,,,,,,,51223200,30647800,,,,,,,,,,,,,,,,,,,,,21702900,,,,,,,,,,,
31712,,,,,,,,,,,,,,,,,,1817120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31710,,,,,,,,,,,,,,,,,,,,,,,,4109200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31705,,,,,,,,,,,,,,,,,,,,,,880037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68193.7,,,,,,,,,,,,,,,,,,,
31702,,,,,,,,,,,,,,,,,,,,,,,,,,,12023500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6336420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31695,,,,14329700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2870770,,,,,,,,,,,,,,,
31693,,,,,,,,,,,,,,,,,,,,,,,,3799390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31692,,,,,,,,,,,,,,,,,,,,,,,4782860,,25680500,,,,,,,,,,,,,,,,,,,,,,9984250,,,,,,,,,,,,,,
31688,,,,,7981610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22075400,,,,,,,,,,,,,,,,,,,,,15321600,,,,,,,,,,,
31681,,,,,,,23623900,14016900,,,,,,,,,,,,,,,,,,,,32991400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9701700,,,,,,,,,,,,
31679,,,,,,16289000,,,,,,,,,,,,,,,,,,,,,25910100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31678,,,,,,,,,,,,,,,,,,,,,,,,,,16451200,,,,,,,,,,,,,,,,,,,,,,11788900,,,,,,,,,,,,,
31677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234584,
31673,,,,,,,,,,,,,,,,,,,,,,,,,6314010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6236210,,,,,,,,,,,,,,
31651,,,,,,,,,,,,,,,,,,,,,,,,,16167000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31650,,,,7030170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2129460,,,,,,,,,,,,,,,
31635,,,,,21750200,50066100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31634,,,5274970,,,,,,,,,,,,,,,,,,,,,,,36550000,55465400,,,,,,,,,,,,,,,,,,1676510,,,23492100,16432400,,,,,,,,,,,,
31633,,,,,,,13097600,,,,,,,,,,,,,,,,8773330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263649,,
31628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,788348,,,,,
31618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278941,,,
31596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11387000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6985110,,,,,,,,,,,,
31590,,,,,,,,,,,,,,,,,,,,,,,,4495940,25655000,,,,,4544020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12471200,,,,,,,,,,,,,,
31588,,,,10721700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,976728,,,,,,,,,,,,,,,,
31587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416455,,,,,,,,,,,,,,,,,
31581,,,,,,,,,,,,,,,,,,,,,,,9045640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31580,,,5133440,,,,8260160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31578,,,,,,29070100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31577,,,,,13587300,,,,,,,,,,,,,,,,,,,,,35671900,26973700,,,,,,,,,,,,,,,,,,,,,20303700,7726760,,,,,,,,,,,,
31562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8215630,,,,,,,,,,2299340,,,,,,,,,,,,,,,,,,,,,,
31560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1719350,,,,,,,,,,,,,,,,,,,,,,,,
31559,,,,,,,5787550,,,,,,,,,,,,,,,,,,,,,9048760,,,,,,,,,,,,,,,,,,,,,,7093960,,,,,,,,,,,
31557,,,,,,,,12826300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31549,,,,,,,,,5953080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31548,,1747170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31547,,,,18391400,,,,,,,,,,,,,,,,,,,,,30865500,,,,,,,,,,,,,,,,,,,,,3767200,13141100,,,,,,,,,,,,,,
31539,,,,,,,,,,,,,,,,,,,,,,,,,,,11468100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3072230,,,,,,,,,,,,,
31536,,,,,,12386200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3839320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31533,,,,,,,,,,,,,,,,,,,,,,,,,,5460920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31519,,,,,,,18474600,27562400,,,,,,,,,,,,,,,,,,,,40098300,37955400,,,,,,,,,,,,,,,,,,,,7065080,22257400,,,,,,,,,,,
31517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2411100,1366970,,,,,,,,,,,,,,,,,,,,,,,,,
31493,,,,,,,,,,,,,,,,,,,,,,,,2253470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31491,,,,11978300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31490,,,,,13846500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31489,,,,,,,,,,,,,,,,,,,,,,,,,19810500,,,,,,,,,,,,,,,,,,,,,1382360,13263800,,,,,,,,,,,,,,
31488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432156,,,,,,,,,,,,,,,,,
31482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323848,,,
31481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4013750,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232197,,,,
31472,,,3789270,,,33407300,,,,,,,,,,,,,,,,,,,,21885500,38213600,,,,,,,,,,,,,,,,,,1054060,,,19683900,10577600,,,,,,,,,,,,
31471,,,,,10931700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31449,,,,,,,,,,,,,,,3049240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1106580,,,,,,,,,,,,,,
31447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5583620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31446,,,,,,,,,,,,,,,,,,,,,,,,,12114500,,,,,,,,,,,,,,,,,,,,,1071800,,,,,,,,,,,,,,,
31444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38289.3,,,,,,,,,,,,,,,,,,,
31437,,,,,,,,,,,,,,,,,1582870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31435,,,,,,,,,,,,,4794710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31432,,,,,,,,,,,,,,,2949620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14108700,16111800,,,,,,,,,,,,
31431,,,,,,31719100,18112000,,,,,,,,,,,,,,,,6454880,,,,47134700,,,,,,,,,,,,,,,,,,756738,,,,,,,,,,,,,,,,
31430,,,,,,,,,,,,,,,,,,,,,,,,,,,,7779770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31429,,,,,14063000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3727800,,,,,,,,,,,
31428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648569,,,,,,
31427,,,,,,,,,,,,3008140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31415,,,2351100,,,,,,,,,,,,,,,,,,,,,,,23563000,38570200,,,,,,,,,,,,,,,,,,,,,18330200,,,,,,,,,,,,,
31414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10175900,,,,,,,,,,,,
31413,,,,,,,,,,,,,,,,,,,,,,,,,,,,13412000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1639820,,,,,,,,,,,,,,,,,,,,,,,,
31399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5319450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31396,,,,,,,4127490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8950070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31385,,,,,33908200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31384,,,,21450700,,,,,,,,,,,,,,,,,,,,,45467700,,,,,,,,,,,,,,,,,,,,,2412930,22716600,,,,,,,,,,,,,,
31383,,,,,,,,,,,,,,,,,,,,,,,,4018450,,14914800,,,,,,,,,,,,,,,,,,798781,,,,,,,,,,,,,,,,,
31382,,,,,,,,,,,,,,,,,,,,,,,2047040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31381,,,3723640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8552600,,,,,,,,,,,,,
31374,,,,,,11955400,,,,,,,,,,,,,,,,,,,,,16324800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4238730,,,,,,,,,,,,
31368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327473,
31366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4645870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1656020,,,,,,,,,,,,,,,,,,,,,,,,
31355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1882660,,,,,,,,,,,,,,,,,,,,,
31354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1752870,,,,,,,,,,,,,,,,,,,,,,,,,,
31349,,,,,,,,,,,,,,,,,2815600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31344,,,,,4581960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31343,,,,2720210,,,,,,,,,,,,,,,,,,,,,20721300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8636370,,,,,,,,,,,,,,
31338,,,1874410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3678110,,,,,,,,,,,,,
31326,,,,,,,,,,,,,,,,,,,,,,,2559690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305877,382282,
31315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3689990,,,,,,,,,,,,,,,,,,,,,
31295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3257740,,,,,,,,,
31294,,,,,,,,,,,,,,,,,,2218690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31292,,,,,,,,,,,,,,,,,,,,,,,,,,,,5957570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6319100,,,,,,,,,,,,,,
31286,,,,,,,,,,,,,,,,,,,,,,,,,8691580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312562,,,,
31281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223388,
31272,,,,,,,,,,,,,,,,,,,,,,,,,,,,8730750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31270,,,,,,28052900,11733600,,,,,,,,,,,,,,,,,,,,,,,,,,,2191260,,,,,,,,,,,,,,,,,,,,,,,,,,,
31269,,,,,,,,,,,,,,,,,,,,,,,,,,,32142400,,,,,,,,,,,,,,,,,,,,,13245200,11318600,,,,,,,,,,,,
31268,,,,,,,,,,,,,,,,,,,,,,,3951020,,,15775600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509005,,,,,,,,,,,,,,,,
31229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5345930,,,,,,,,,,,,
31228,,,,,,9789920,,,,,,,,,,,,,,,,,,,,,17822400,,,,,,,,,,,,,,,,,,,,,3722920,,,,,,,,,,,,,
31208,,,,,,,,,,5619560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2996420,,,,,,,,,,,,,,,,,,,,,,,,,,,
31201,,,,,,,,,4312670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31183,,,,3111190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31182,,,,,,,,,,,,,,,,,,,,,,,,,,21957500,,,,,,,,,,,,,,,,,,,,,,7378020,,,,,,,,,,,,,
31181,,,,,18860900,,,,,,,,,,,,,,,,,,3476480,,38315400,,,,,,,,,,,,,,,,,,,,,,18683300,,,,,,,,,,,,,,
31180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500534,,,,,,,,,,,,,,,,,
31143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3317280,,,,,,,,,,,,,
31142,,,,,,,,,,,,,,,,,,,,,,,,,,12965300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31141,,,,,5054850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7705810,,,,,,,,,,,,,,
31140,,,,,,,,,,,,,,,,,,,,,,,,,8521830,,,,,,,,,,,1886370,,,,,,,,,,,,,,,,,,,,,,,,,
31132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361073,
31125,,,,,,,,,,,,,2790830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252384,,,,
31109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93824.8,,,,,,,,,,,,,,,,,,
31097,,,,,,,,,,,,,,,1743520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8025220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7701910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2301020,,,,,,,,,,,,,,,,,,,,,
31067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9125490,,,,,,,,,,,,
31066,,,,,,,,,,,,,,,,,,,,,,,,,,,23801800,,,,,,,,,,,,,,,,,,,,,10480800,,,,,,,,,,,,,
